GEO_ID,NAME,DP05_0063E,DP05_0063M,DP05_0064E,DP05_0064M,DP05_0065E,DP05_0065M,DP05_0067E,DP05_0067M,DP05_0071E,DP05_0071M
Geography,Geographic Area Name,Total Population,Total Population – Error,White Population,White Population – Error,Black or African American Population,Black or African American Population – Error,Asian Population,Asian Population – Error,Hispanic Population,Hispanic Population – Error
1400000US48201230800,"Census Tract 2308, Harris County, Texas",2384,332,724,296,1402,274,0,14,995,237
1400000US48201230900,"Census Tract 2309, Harris County, Texas",4194,674,1159,584,2990,575,0,14,1325,637
1400000US48201231000,"Census Tract 2310, Harris County, Texas",5839,1216,2111,709,3452,1223,0,20,2284,747
1400000US48201231100,"Census Tract 2311, Harris County, Texas",5204,745,3308,679,1425,467,0,20,3521,659
1400000US48201231200,"Census Tract 2312, Harris County, Texas",6194,1454,1747,563,4227,1357,0,20,1471,403
1400000US48201231300,"Census Tract 2313, Harris County, Texas",4744,739,1306,501,3262,595,0,14,1511,512
1400000US48201231400,"Census Tract 2314, Harris County, Texas",3218,393,444,357,2556,370,26,43,627,202
1400000US48201231500,"Census Tract 2315, Harris County, Texas",2947,624,386,207,2389,573,103,156,461,222
1400000US48201231600,"Census Tract 2316, Harris County, Texas",3876,669,1337,425,2366,572,0,14,1650,517
1400000US48201231700,"Census Tract 2317, Harris County, Texas",4286,732,3234,498,153,121,28,32,4017,727
1400000US48201231800,"Census Tract 2318, Harris County, Texas",3131,456,2167,482,854,232,6,9,2186,477
1400000US48201231900,"Census Tract 2319, Harris County, Texas",6419,2026,2737,1909,3532,892,0,20,2903,1923
1400000US48201232000,"Census Tract 2320, Harris County, Texas",4556,857,2782,890,1388,315,0,14,3161,849
1400000US48201232100,"Census Tract 2321, Harris County, Texas",3694,630,2512,570,768,342,22,20,2656,615
1400000US48201232201,"Census Tract 2322.01, Harris County, Texas",7457,2342,4470,1755,1185,768,187,220,5267,2401
1400000US48201232202,"Census Tract 2322.02, Harris County, Texas",5298,1052,3794,1069,597,489,467,350,2349,978
1400000US48201232203,"Census Tract 2322.03, Harris County, Texas",6455,1043,3058,1141,3073,614,343,382,899,418
1400000US48201232303,"Census Tract 2323.03, Harris County, Texas",6193,1238,4216,1360,1631,784,181,233,4103,1359
1400000US48201232304,"Census Tract 2323.04, Harris County, Texas",7301,823,4105,1058,3003,928,0,20,3456,1007
1400000US48201232305,"Census Tract 2323.05, Harris County, Texas",10421,1825,5574,1525,4365,1239,74,74,5825,1496
1400000US48201232306,"Census Tract 2323.06, Harris County, Texas",3167,1374,1808,1030,611,757,65,110,2119,1220
1400000US48201232402,"Census Tract 2324.02, Harris County, Texas",4641,1328,3295,1289,1007,262,124,104,3262,1311
1400000US48201232403,"Census Tract 2324.03, Harris County, Texas",4150,512,2718,603,860,280,255,186,2917,556
1400000US48201232404,"Census Tract 2324.04, Harris County, Texas",3173,541,2413,556,290,297,0,14,2354,487
1400000US48201232405,"Census Tract 2324.05, Harris County, Texas",5566,910,2902,1028,1861,352,367,296,3517,856
1400000US48201232500,"Census Tract 2325, Harris County, Texas",4413,942,3133,850,1016,344,0,14,2861,872
1400000US48201232600,"Census Tract 2326, Harris County, Texas",2897,430,2615,446,92,77,0,14,2545,437
1400000US48201232701,"Census Tract 2327.01, Harris County, Texas",7730,920,6231,982,1421,474,0,20,6110,987
1400000US48201232703,"Census Tract 2327.03, Harris County, Texas",2653,702,1829,538,704,378,143,206,1756,506
1400000US48201232704,"Census Tract 2327.04, Harris County, Texas",2264,538,1727,522,454,265,0,14,1619,523
1400000US48201232801,"Census Tract 2328.01, Harris County, Texas",2473,345,1387,307,863,263,139,112,1355,312
1400000US48201232802,"Census Tract 2328.02, Harris County, Texas",3028,571,1902,534,917,409,18,25,2046,597
1400000US48201232901,"Census Tract 2329.01, Harris County, Texas",4655,1606,2804,1646,2122,889,207,174,2683,1596
1400000US48201232902,"Census Tract 2329.02, Harris County, Texas",4104,927,1908,733,1963,752,150,218,1886,749
1400000US48201233001,"Census Tract 2330.01, Harris County, Texas",3612,442,2160,445,1328,346,0,14,1874,422
1400000US48201233002,"Census Tract 2330.02, Harris County, Texas",4906,773,3186,745,1439,448,303,192,2781,651
1400000US48201233003,"Census Tract 2330.03, Harris County, Texas",2796,407,2514,396,130,88,23,36,2038,398
1400000US48201233101,"Census Tract 2331.01, Harris County, Texas",4349,476,3738,514,241,175,0,14,3771,490
1400000US48201233103,"Census Tract 2331.03, Harris County, Texas",5268,888,4921,899,94,82,104,128,4690,874
1400000US48201233104,"Census Tract 2331.04, Harris County, Texas",2951,618,2829,612,8,15,0,14,2692,634
1400000US48201233105,"Census Tract 2331.05, Harris County, Texas",4610,1189,4431,1168,21,38,0,14,4320,1213
1400000US48201233200,"Census Tract 2332, Harris County, Texas",7122,900,6388,950,253,201,14,41,6111,930
1400000US48201233300,"Census Tract 2333, Harris County, Texas",4481,1035,4339,1042,27,48,27,48,4145,1068
1400000US48201233400,"Census Tract 2334, Harris County, Texas",2493,380,2120,396,197,77,0,14,2085,368
1400000US48201233501,"Census Tract 2335.01, Harris County, Texas",4138,587,3526,652,29,40,0,14,3785,593
1400000US48201233502,"Census Tract 2335.02, Harris County, Texas",3103,500,2962,534,0,14,0,14,2923,516
1400000US48201233600,"Census Tract 2336, Harris County, Texas",1799,454,782,406,916,197,33,34,840,417
1400000US48201233701,"Census Tract 2337.01, Harris County, Texas",4851,597,3856,661,575,267,0,14,3886,540
1400000US48201233702,"Census Tract 2337.02, Harris County, Texas",3029,530,2962,539,12,22,0,14,2968,533
1400000US48201233703,"Census Tract 2337.03, Harris County, Texas",2766,508,2371,561,73,123,9,14,2442,538
1400000US48201240101,"Census Tract 2401.01, Harris County, Texas",2026,572,1723,609,104,82,12,21,1721,566
1400000US48201240102,"Census Tract 2401.02, Harris County, Texas",1854,534,904,547,702,261,0,14,861,558
1400000US48201240400,"Census Tract 2404, Harris County, Texas",8215,1450,5381,1064,2349,1051,106,128,4589,1038
1400000US48201240503,"Census Tract 2405.03, Harris County, Texas",3086,1056,2260,1000,826,716,0,14,2209,1005
1400000US48201240504,"Census Tract 2405.04, Harris County, Texas",4032,967,1886,657,1929,1003,84,133,1892,595
1400000US48201240505,"Census Tract 2405.05, Harris County, Texas",1418,344,862,390,366,216,0,14,1052,390
1400000US48201240506,"Census Tract 2405.06, Harris County, Texas",5997,858,3578,934,2118,680,89,86,3806,922
1400000US48201240600,"Census Tract 2406, Harris County, Texas",3351,1232,2139,807,1721,1250,0,14,1613,380
1400000US48201240703,"Census Tract 2407.03, Harris County, Texas",5415,1063,2985,938,1951,741,0,20,2960,770
1400000US48201240704,"Census Tract 2407.04, Harris County, Texas",3497,810,2054,652,714,569,0,14,2273,583
1400000US48201240705,"Census Tract 2407.05, Harris County, Texas",4222,798,2171,616,1478,447,66,137,2320,838
1400000US48201240706,"Census Tract 2407.06, Harris County, Texas",9241,1587,4343,1357,3384,1364,135,151,5707,1243
1400000US48201240707,"Census Tract 2407.07, Harris County, Texas",5381,997,2808,930,2090,1002,223,248,2504,922
1400000US48201240802,"Census Tract 2408.02, Harris County, Texas",8405,1341,4496,1312,3570,941,29,30,3594,1131
1400000US48201240803,"Census Tract 2408.03, Harris County, Texas",2695,410,1666,405,941,345,3,5,929,362
1400000US48201240804,"Census Tract 2408.04, Harris County, Texas",2494,613,950,433,767,375,0,14,1609,548
1400000US48201240903,"Census Tract 2409.03, Harris County, Texas",6551,1211,2704,889,3465,1078,374,405,1664,710
1400000US48201240904,"Census Tract 2409.04, Harris County, Texas",9748,1314,5245,1349,3350,913,593,356,3939,1086
1400000US48201240905,"Census Tract 2409.05, Harris County, Texas",5377,1642,3104,1291,1695,899,325,354,2974,1195
1400000US48201240906,"Census Tract 2409.06, Harris County, Texas",7231,939,3646,989,3554,931,450,675,2986,576
1400000US48201241001,"Census Tract 2410.01, Harris County, Texas",3789,580,2227,622,1091,444,228,201,1355,465
1400000US48201241002,"Census Tract 2410.02, Harris County, Texas",5445,1209,4303,1132,824,428,76,107,3111,1084
1400000US48201241101,"Census Tract 2411.01, Harris County, Texas",5357,666,3756,632,1089,232,110,166,2131,486
1400000US48201241103,"Census Tract 2411.03, Harris County, Texas",3758,637,3020,592,551,324,7,13,1628,523
1400000US48201241104,"Census Tract 2411.04, Harris County, Texas",8835,2135,5555,2082,2289,527,51,82,3156,869
1400000US48201241105,"Census Tract 2411.05, Harris County, Texas",6070,1665,3874,1542,1683,647,31,47,1983,854
1400000US48201241201,"Census Tract 2412.01, Harris County, Texas",2364,591,1584,604,288,377,161,265,1181,599
1400000US48201241202,"Census Tract 2412.02, Harris County, Texas",4861,656,3513,590,933,511,301,355,2717,593
1400000US48201241301,"Census Tract 2413.01, Harris County, Texas",4381,514,2862,622,1146,271,213,217,1493,535
1400000US48201241302,"Census Tract 2413.02, Harris County, Texas",8035,2607,6026,1668,1936,1348,53,85,3309,2049
1400000US48201241400,"Census Tract 2414, Harris County, Texas",10401,1134,8460,983,1779,755,258,175,3744,1089
1400000US48201241501,"Census Tract 2415.01, Harris County, Texas",3935,922,1717,376,1955,832,49,61,1592,368
1400000US48201241502,"Census Tract 2415.02, Harris County, Texas",2238,740,865,398,1335,722,0,14,762,406
1400000US48201241503,"Census Tract 2415.03, Harris County, Texas",2249,897,1546,788,583,500,0,14,1415,770
1400000US48201250101,"Census Tract 2501.01, Harris County, Texas",4257,1013,2628,1020,983,468,94,100,2257,832
1400000US48201250102,"Census Tract 2501.02, Harris County, Texas",5634,813,3182,892,718,618,559,340,3256,728
1400000US48201250201,"Census Tract 2502.01, Harris County, Texas",8243,1650,5151,1529,2156,692,25,31,4775,1461
1400000US48201250202,"Census Tract 2502.02, Harris County, Texas",2354,972,1403,909,698,262,24,43,1644,855
1400000US48201250303,"Census Tract 2503.03, Harris County, Texas",3603,646,1416,538,1713,316,474,482,887,446
1400000US48201250304,"Census Tract 2503.04, Harris County, Texas",8722,1515,4177,1338,3170,969,71,150,4267,1384
1400000US48201250305,"Census Tract 2503.05, Harris County, Texas",5765,851,3653,868,1622,517,421,428,1988,907
1400000US48201250306,"Census Tract 2503.06, Harris County, Texas",3536,719,1870,562,1414,463,10,19,1030,406
1400000US48201250403,"Census Tract 2504.03, Harris County, Texas",2589,528,2052,648,491,472,61,107,381,298
1400000US48201250404,"Census Tract 2504.04, Harris County, Texas",5523,824,4134,775,1195,902,0,20,837,600
1400000US48201250405,"Census Tract 2504.05, Harris County, Texas",9670,2808,6232,1638,2420,2249,540,399,3695,1709
1400000US48201250406,"Census Tract 2504.06, Harris County, Texas",4835,532,3712,509,1007,193,97,105,1325,307
1400000US48201250407,"Census Tract 2504.07, Harris County, Texas",9974,1029,7922,1034,1667,494,507,430,2043,291
1400000US48201250408,"Census Tract 2504.08, Harris County, Texas",7061,971,3980,964,2783,811,458,364,2574,818
1400000US48201250500,"Census Tract 2505, Harris County, Texas",6266,590,4478,556,1467,343,314,203,1464,429
1400000US48201250601,"Census Tract 2506.01, Harris County, Texas",3055,598,1859,503,920,386,22,36,1317,491
1400000US48201250602,"Census Tract 2506.02, Harris County, Texas",5357,1024,3591,1235,1654,859,40,47,2619,1193
1400000US48201250701,"Census Tract 2507.01, Harris County, Texas",6467,1542,4920,1594,896,340,431,239,2575,1281
1400000US48201250702,"Census Tract 2507.02, Harris County, Texas",4264,314,3315,290,722,182,232,173,1022,147
1400000US48201250801,"Census Tract 2508.01, Harris County, Texas",3482,410,2650,375,473,318,290,324,707,322
1400000US48201250802,"Census Tract 2508.02, Harris County, Texas",4770,835,4181,914,368,350,148,137,783,329
1400000US48201250901,"Census Tract 2509.01, Harris County, Texas",3432,1154,3353,1146,137,186,0,14,396,258
1400000US48201250902,"Census Tract 2509.02, Harris County, Texas",5990,753,5912,750,0,20,32,51,592,218
1400000US48201251000,"Census Tract 2510, Harris County, Texas",2747,462,2532,451,16,20,171,123,340,146
1400000US48201251100,"Census Tract 2511, Harris County, Texas",6983,1295,6359,1162,797,971,243,280,1159,354
1400000US48201251200,"Census Tract 2512, Harris County, Texas",6260,1193,5621,1165,193,172,295,229,1435,823
1400000US48201251300,"Census Tract 2513, Harris County, Texas",6619,508,6188,550,205,212,103,108,1176,405
1400000US48201251401,"Census Tract 2514.01, Harris County, Texas",3051,421,2568,409,205,152,213,180,888,378
1400000US48201251402,"Census Tract 2514.02, Harris County, Texas",6581,1667,5906,1656,191,236,333,206,2356,1427
1400000US48201251501,"Census Tract 2515.01, Harris County, Texas",5734,587,5109,582,97,121,435,166,693,174
1400000US48201251503,"Census Tract 2515.03, Harris County, Texas",2804,758,2070,316,662,699,78,50,144,82
1400000US48201251504,"Census Tract 2515.04, Harris County, Texas",5254,955,4928,989,143,160,253,153,665,257
1400000US48201251505,"Census Tract 2515.05, Harris County, Texas",3944,601,3880,605,187,231,0,14,541,346
1400000US48201251600,"Census Tract 2516, Harris County, Texas",7408,1871,7221,1873,148,135,166,209,1922,902
1400000US48201251701,"Census Tract 2517.01, Harris County, Texas",3625,633,3322,625,177,157,18,37,690,294
1400000US48201251702,"Census Tract 2517.02, Harris County, Texas",3612,576,2964,617,268,341,117,157,808,303
1400000US48201251800,"Census Tract 2518, Harris County, Texas",1724,341,1639,333,51,61,10,13,373,193
1400000US48201251902,"Census Tract 2519.02, Harris County, Texas",6969,824,5832,776,428,234,135,193,1305,638
1400000US48201251903,"Census Tract 2519.03, Harris County, Texas",4201,823,4153,837,0,14,27,48,1165,619
1400000US48201251904,"Census Tract 2519.04, Harris County, Texas",7235,1443,6589,1495,531,220,25,38,1636,465
1400000US48201252001,"Census Tract 2520.01, Harris County, Texas",7486,2156,4099,1367,3168,1722,187,276,2717,1371
1400000US48201252002,"Census Tract 2520.02, Harris County, Texas",5796,1241,3789,1315,1785,1077,132,169,1301,1175
1400000US48201252003,"Census Tract 2520.03, Harris County, Texas",10314,1481,5579,860,3059,857,723,338,2837,1583
1400000US48201252100,"Census Tract 2521, Harris County, Texas",3075,714,2453,701,519,229,12,16,1979,635
1400000US48201252201,"Census Tract 2522.01, Harris County, Texas",4878,763,3430,795,1321,501,152,174,2944,742
1400000US48201252202,"Census Tract 2522.02, Harris County, Texas",6856,1376,4893,1320,978,465,187,176,4496,1192
1400000US48201252303,"Census Tract 2523.03, Harris County, Texas",4893,1230,2459,459,1988,1229,39,77,2576,439
1400000US48201252304,"Census Tract 2523.04, Harris County, Texas",3955,1597,2438,1502,1004,310,42,46,2595,1580
1400000US48201252305,"Census Tract 2523.05, Harris County, Texas",6820,813,4404,970,1185,373,505,305,5090,832
1400000US48201252306,"Census Tract 2523.06, Harris County, Texas",9158,3062,7527,3143,1232,836,112,155,7687,3107
1400000US48201252400,"Census Tract 2524, Harris County, Texas",5897,1215,5707,1224,41,61,64,96,3523,1174
1400000US48201252500,"Census Tract 2525, Harris County, Texas",4849,1078,4441,1086,0,14,11,54,3814,981
1400000US48201252601,"Census Tract 2526.01, Harris County, Texas",3992,770,3742,755,41,68,0,14,3092,766
1400000US48201252602,"Census Tract 2526.02, Harris County, Texas",3882,1080,3683,1041,27,43,0,14,2862,1053
1400000US48201252700,"Census Tract 2527, Harris County, Texas",3863,506,3008,607,576,367,83,98,1239,363
1400000US48201252800,"Census Tract 2528, Harris County, Texas",6028,954,3479,850,2143,615,57,77,2343,792
1400000US48201252901,"Census Tract 2529.01, Harris County, Texas",2286,322,2037,344,168,128,0,14,772,186
1400000US48201252902,"Census Tract 2529.02, Harris County, Texas",6615,1274,5601,1239,790,451,173,257,3139,1205
1400000US48201253000,"Census Tract 2530, Harris County, Texas",4794,792,3144,700,1639,520,45,83,2232,807
1400000US48201253101,"Census Tract 2531.01, Harris County, Texas",5673,928,4348,820,1088,542,87,119,2986,764
1400000US48201253102,"Census Tract 2531.02, Harris County, Texas",6080,1046,4148,977,1075,197,487,172,2822,934
1400000US48201253201,"Census Tract 2532.01, Harris County, Texas",5801,618,4880,616,563,251,0,20,1701,485
1400000US48201253202,"Census Tract 2532.02, Harris County, Texas",4093,981,2552,683,1003,445,85,132,2448,808
1400000US48201253300,"Census Tract 2533, Harris County, Texas",3616,581,2950,381,111,109,35,54,1817,523
1400000US48201253501,"Census Tract 2535.01, Harris County, Texas",8164,2073,5429,1972,2331,824,52,90,4123,1993
1400000US48201253502,"Census Tract 2535.02, Harris County, Texas",4821,1353,3791,1325,1131,314,179,156,2326,476
1400000US48201253601,"Census Tract 2536.01, Harris County, Texas",3631,882,2212,443,1109,924,99,120,520,262
1400000US48201253602,"Census Tract 2536.02, Harris County, Texas",4062,1048,2760,1031,1175,541,0,14,2353,1062
1400000US48201253700,"Census Tract 2537, Harris County, Texas",5955,982,3409,866,1749,760,286,252,2536,801
1400000US48201253800,"Census Tract 2538, Harris County, Texas",8752,1217,6756,1142,967,511,77,81,5511,1337
1400000US48201253900,"Census Tract 2539, Harris County, Texas",3838,781,3503,710,429,351,155,234,942,323
1400000US48201254000,"Census Tract 2540, Harris County, Texas",3394,522,2628,623,369,216,0,14,1357,457
1400000US48201254100,"Census Tract 2541, Harris County, Texas",5335,806,3980,769,528,171,154,225,3537,662
1400000US48201254200,"Census Tract 2542, Harris County, Texas",2769,359,2250,428,119,81,0,14,2050,303
1400000US48201254300,"Census Tract 2543, Harris County, Texas",5429,872,3812,809,782,357,233,268,3987,827
1400000US48201254400,"Census Tract 2544, Harris County, Texas",2949,502,2214,522,262,102,6,9,2220,316
1400000US48201254600,"Census Tract 2546, Harris County, Texas",3557,622,3094,630,240,163,41,52,2382,405
1400000US48201254700,"Census Tract 2547, Harris County, Texas",2195,378,1910,365,243,139,0,14,1175,359
1400000US48201254800,"Census Tract 2548, Harris County, Texas",2570,399,1480,241,477,124,58,51,1501,350
1400000US48201310101,"Census Tract 3101.01, Harris County, Texas",2724,358,2094,335,417,223,86,65,870,312
1400000US48201310102,"Census Tract 3101.02, Harris County, Texas",2750,375,968,298,1523,384,199,216,602,426
1400000US48201310200,"Census Tract 3102, Harris County, Texas",2046,253,1359,224,441,154,217,98,531,137
1400000US48201310300,"Census Tract 3103, Harris County, Texas",4335,464,2715,523,278,188,35,32,2984,422
1400000US48201310400,"Census Tract 3104, Harris County, Texas",3653,654,2461,640,142,105,65,70,3089,634
1400000US48201310500,"Census Tract 3105, Harris County, Texas",3686,581,2104,567,91,70,106,82,3283,586
1400000US48201310600,"Census Tract 3106, Harris County, Texas",5028,682,3017,710,502,359,99,65,3824,609
1400000US48201310700,"Census Tract 3107, Harris County, Texas",4351,670,2636,604,53,53,0,14,3328,650
1400000US48201310800,"Census Tract 3108, Harris County, Texas",2933,398,1587,373,146,98,87,66,2472,388
1400000US48201310900,"Census Tract 3109, Harris County, Texas",5233,726,2560,623,180,180,116,162,4610,701
1400000US48201311001,"Census Tract 3110.01, Harris County, Texas",2785,580,1614,602,71,108,17,31,2538,625
1400000US48201311002,"Census Tract 3110.02, Harris County, Texas",3235,1201,2529,1280,61,76,48,46,3120,1202
1400000US48201311100,"Census Tract 3111, Harris County, Texas",4987,713,2213,650,102,109,16,26,4756,733
1400000US48201311200,"Census Tract 3112, Harris County, Texas",4938,1386,2610,1062,113,74,48,53,3992,679
1400000US48201311300,"Census Tract 3113, Harris County, Texas",4881,838,3245,794,0,14,12,21,4819,823
1400000US48201311400,"Census Tract 3114, Harris County, Texas",1444,338,510,277,117,82,0,14,1327,320
1400000US48201311501,"Census Tract 3115.01, Harris County, Texas",2288,597,1217,414,471,518,0,14,1717,421
1400000US48201311502,"Census Tract 3115.02, Harris County, Texas",3492,691,2045,439,258,387,12,21,3042,660
1400000US48201311600,"Census Tract 3116, Harris County, Texas",4142,1082,1617,991,261,130,21,18,3809,1075
1400000US48201311701,"Census Tract 3117.01, Harris County, Texas",3857,629,2260,561,65,71,0,14,3675,657
1400000US48201311702,"Census Tract 3117.02, Harris County, Texas",2018,1166,1320,1152,557,336,8,12,1445,1147
1400000US48201311800,"Census Tract 3118, Harris County, Texas",4546,927,1837,455,51,46,213,184,3928,856
1400000US48201311900,"Census Tract 3119, Harris County, Texas",1968,258,1100,242,66,62,46,46,1680,288
1400000US48201312000,"Census Tract 3120, Harris County, Texas",3633,1041,1612,570,1517,444,481,189,552,256
1400000US48201312200,"Census Tract 3122, Harris County, Texas",1460,379,162,119,1294,364,0,14,125,126
1400000US48201312300,"Census Tract 3123, Harris County, Texas",2110,430,536,166,1400,381,113,61,292,137
1400000US48201312400,"Census Tract 3124, Harris County, Texas",2230,911,122,90,2106,923,0,14,67,52
1400000US48201312501,"Census Tract 3125.01, Harris County, Texas",2154,314,1559,260,252,147,406,157,440,153
1400000US48201312502,"Census Tract 3125.02, Harris County, Texas",1809,433,1135,319,394,214,240,170,523,248
1400000US48201312601,"Census Tract 3126.01, Harris County, Texas",3646,636,2159,569,609,275,931,441,694,357
1400000US48201312602,"Census Tract 3126.02, Harris County, Texas",1931,384,1586,421,184,142,234,166,31,39
1400000US48201312603,"Census Tract 3126.03, Harris County, Texas",3792,1328,2777,1372,962,639,217,191,1355,1400
1400000US48201312700,"Census Tract 3127, Harris County, Texas",2481,441,584,239,1821,456,89,97,237,142
1400000US48201312800,"Census Tract 3128, Harris County, Texas",2620,526,667,238,1813,457,149,66,350,180
1400000US48201312901,"Census Tract 3129.01, Harris County, Texas",2231,522,458,220,1732,534,91,91,126,81
1400000US48201312902,"Census Tract 3129.02, Harris County, Texas",2075,551,281,175,1757,603,64,109,50,59
1400000US48201313000,"Census Tract 3130, Harris County, Texas",2927,727,562,150,2240,715,20,22,185,166
1400000US48201313101,"Census Tract 3131.01, Harris County, Texas",2518,355,1716,387,320,227,406,249,202,146
1400000US48201313102,"Census Tract 3131.02, Harris County, Texas",1554,272,990,251,269,181,431,148,148,86
1400000US48201313201,"Census Tract 3132.01, Harris County, Texas",1692,376,293,197,1338,347,22,20,50,49
1400000US48201313202,"Census Tract 3132.02, Harris County, Texas",2373,587,555,212,1712,594,110,86,284,175
1400000US48201313300,"Census Tract 3133, Harris County, Texas",2345,388,487,209,1612,365,9,15,473,303
1400000US48201313400,"Census Tract 3134, Harris County, Texas",3515,787,692,250,2641,732,87,71,602,309
1400000US48201313500,"Census Tract 3135, Harris County, Texas",2455,435,532,187,1917,398,0,14,466,171
1400000US48201313600,"Census Tract 3136, Harris County, Texas",5020,1148,1730,899,3139,627,51,52,1693,907
1400000US48201313700,"Census Tract 3137, Harris County, Texas",2184,450,227,127,1925,420,7,10,148,140
1400000US48201313801,"Census Tract 3138.01, Harris County, Texas",1608,411,287,327,1252,265,18,28,383,346
1400000US48201313802,"Census Tract 3138.02, Harris County, Texas",2523,711,568,611,1946,410,0,14,559,611
1400000US48201313901,"Census Tract 3139.01, Harris County, Texas",3164,747,1796,844,1143,472,247,198,523,457
1400000US48201313902,"Census Tract 3139.02, Harris County, Texas",2571,555,1126,574,881,447,613,272,212,157
1400000US48201314001,"Census Tract 3140.01, Harris County, Texas",2776,608,1347,509,306,114,1111,326,318,131
1400000US48201314003,"Census Tract 3140.03, Harris County, Texas",2277,633,555,354,106,95,1464,626,101,115
1400000US48201314004,"Census Tract 3140.04, Harris County, Texas",1827,605,532,279,603,303,658,516,265,290
1400000US48201314005,"Census Tract 3140.05, Harris County, Texas",2309,497,723,330,757,385,734,342,142,144
1400000US48201314301,"Census Tract 3143.01, Harris County, Texas",1605,344,245,140,1399,354,17,27,118,106
1400000US48201314302,"Census Tract 3143.02, Harris County, Texas",1417,260,177,131,1136,286,113,83,39,48
1400000US48201314401,"Census Tract 3144.01, Harris County, Texas",1554,271,598,189,99,79,790,204,157,94
1400000US48201314402,"Census Tract 3144.02, Harris County, Texas",2048,336,1026,244,207,166,846,263,272,187
1400000US48201320100,"Census Tract 3201, Harris County, Texas",2607,472,1797,441,273,293,12,19,2247,410
1400000US48201320201,"Census Tract 3202.01, Harris County, Texas",2931,1951,2499,1911,115,127,0,14,2606,1978
1400000US48201320202,"Census Tract 3202.02, Harris County, Texas",3291,745,1875,597,205,252,679,379,2046,596
1400000US48201320500,"Census Tract 3205, Harris County, Texas",4960,841,4071,882,85,64,25,40,4614,867
1400000US48201320601,"Census Tract 3206.01, Harris County, Texas",2417,355,1693,306,103,152,12,17,2279,366
1400000US48201320602,"Census Tract 3206.02, Harris County, Texas",5305,1047,3893,1069,74,61,0,20,5015,1058
1400000US48201320700,"Census Tract 3207, Harris County, Texas",4378,606,2593,492,1013,479,506,230,2699,448
1400000US48201320800,"Census Tract 3208, Harris County, Texas",5011,732,4566,733,13,18,13,21,4781,741
1400000US48201320901,"Census Tract 3209.01, Harris County, Texas",3853,1283,3293,1289,235,211,187,289,3143,1292
1400000US48201320902,"Census Tract 3209.02, Harris County, Texas",3478,933,3017,963,321,344,27,45,3177,960
1400000US48201321001,"Census Tract 3210.01, Harris County, Texas",3022,676,2454,881,44,72,3,10,2901,729
1400000US48201321002,"Census Tract 3210.02, Harris County, Texas",5409,1010,4285,1001,346,444,181,287,4496,1037
1400000US48201321101,"Census Tract 3211.01, Harris County, Texas",3771,423,2201,507,967,411,326,224,1894,395
1400000US48201321102,"Census Tract 3211.02, Harris County, Texas",4073,1258,2936,1345,176,159,261,174,3351,1266
1400000US48201321200,"Census Tract 3212, Harris County, Texas",4513,814,3548,863,199,143,54,75,3846,796
1400000US48201321301,"Census Tract 3213.01, Harris County, Texas",3906,880,3311,886,391,252,41,47,3097,882
1400000US48201321302,"Census Tract 3213.02, Harris County, Texas",2152,520,1632,362,77,69,0,14,1760,507
1400000US48201321401,"Census Tract 3214.01, Harris County, Texas",3737,538,3334,576,10,15,68,88,3331,546
1400000US48201321402,"Census Tract 3214.02, Harris County, Texas",4831,834,4436,859,0,14,189,202,4371,856
1400000US48201321500,"Census Tract 3215, Harris County, Texas",2775,451,2313,438,136,137,21,32,2533,440
1400000US48201321600,"Census Tract 3216, Harris County, Texas",6944,991,6069,1147,177,200,23,31,6152,1003
1400000US48201321700,"Census Tract 3217, Harris County, Texas",3375,539,2920,548,37,38,29,40,2715,534
1400000US48201321800,"Census Tract 3218, Harris County, Texas",4315,737,3143,719,109,125,0,14,4124,762
1400000US48201321900,"Census Tract 3219, Harris County, Texas",5696,1159,5400,1176,0,20,29,52,5200,1166
1400000US48201322000,"Census Tract 3220, Harris County, Texas",4225,680,3828,723,129,175,0,14,3795,773
1400000US48201322100,"Census Tract 3221, Harris County, Texas",4172,662,3783,689,56,56,0,14,3484,632
1400000US48201322200,"Census Tract 3222, Harris County, Texas",1698,276,1407,294,24,31,11,19,1496,252
1400000US48201322600,"Census Tract 3226, Harris County, Texas",5219,821,4213,762,118,104,10,21,4227,807
1400000US48201322701,"Census Tract 3227.01, Harris County, Texas",3177,997,3165,997,0,14,0,14,2705,944
1400000US48201322702,"Census Tract 3227.02, Harris County, Texas",4581,879,4060,922,70,80,0,14,3223,1039
1400000US48201322800,"Census Tract 3228, Harris County, Texas",6936,888,6593,917,35,50,13,19,6356,893
1400000US48201322900,"Census Tract 3229, Harris County, Texas",3485,520,3215,582,0,14,0,14,3329,519
1400000US48201323000,"Census Tract 3230, Harris County, Texas",7480,1155,7034,1202,76,62,2,4,6848,1182
1400000US48201323100,"Census Tract 3231, Harris County, Texas",3895,588,3497,557,327,232,0,14,3405,575
1400000US48201323200,"Census Tract 3232, Harris County, Texas",5875,1004,5137,1032,106,240,31,38,4914,1057
1400000US48201323300,"Census Tract 3233, Harris County, Texas",3062,497,2573,452,141,138,0,14,2550,507
1400000US48201323400,"Census Tract 3234, Harris County, Texas",8377,1653,7766,1683,126,192,17,30,7510,1690
1400000US48201323500,"Census Tract 3235, Harris County, Texas",5703,841,4575,633,877,484,28,41,4367,590
1400000US48201323601,"Census Tract 3236.01, Harris County, Texas",3384,1030,3082,971,97,123,20,24,1696,864
